,category,text,labels
11646,travel,後慈湖探秘享受湖光山色,5
11647,travel,100年1月1日台東萬步健走,5
11648,politics,朝野協商獲結論陳沖上台報告,2
11649,edu,如此官員,0
11650,edu,傳達生命教育,0
11651,edu,台東表揚模範老人,0
11652,edu,高市出版輪調式建教合作繪本,0
11653,politics,疑情殺案,2
11654,tech,以美麗女角為號召的《Queens,4
11655,sports,天賦傲人一堆教練錯過璞玉,3
11656,tech,CIW、LPI二大國際認證碁峰資訊獲台灣獨家總經銷,4
11657,politics,蔡英文、金溥聰,2
11658,politics,董保城:考選部要下鄉了解民意,2
11659,politics,美官員看美牛:樂觀還太早,2
11660,travel,中橫、梨山賞花去品嚐水蜜桃甜美滋味,5
11661,tech,烏克蘭總檢察院成必要時季莫申科將獄外就醫,4
11662,tech,收費增史普陵特虧損小於預期美國第3大行動通訊公司史普陵特公司,4
11663,sports,NBA/Bosh:熱火應該更貪心,3
11664,politics,代理綠黨魁部分中常委推陳菊,2
11665,politics,陸委會:落實協議保障農產銷陸,2
11666,travel,台東》利卡夢梅之宴音樂會22日溫馨登場,5
11667,sports,ESPN專家評析尼克防守是災難,3
11668,health,利用生活情境訓練復健治療失能老人,1
11669,politics,馬吳配成局?馬:6/25前公佈副手,2
11670,sports,達比修練投35球,3
11671,travel,賞梅風景線》台中武陵農場台灣梅花第一景,5
11672,health,上海饕客狂吃大閘蟹,1
11673,politics,握受難者的手,2
11674,tech,,4
11675,health,臍帶繞頸4圈女嬰差點沒命,1
11676,tech,節能扎根江翠國小設電池醫院,4
11677,politics,瘦肉精攻防「近期內」各自表述,2
11678,health,護士勞動條件差衛署擬修法,1
11679,tech,經濟下滑逾半執行長不減投資顧能,4
11680,politics,美牛風暴,2
11681,edu,呼姪大皮小皮,0
11682,travel,新北尋杜鵑芳蹤...往雙溪、烏來走,5
11683,politics,呂秀蓮:蔡英文領導民進黨大老天王被排斥前副總統呂秀蓮今,2
11684,travel,鹿野/全家都是兔免費招待溫泉度假,5
11685,edu,全盲氣球達人,0
11686,edu,爆謝師送禮券,0
11687,sports,安森尼帶保鑣贏球失風度,3
11688,health,懷孕、避孕知多少掌握自我排卵期小惠,1
11689,politics,美國務院:北韓同意暫停核子活動美國國務院發言人努蘭,2
11690,travel,台東》卑南有山有海綠隧聞名全台,5
11691,edu,推甄必勝秘笈備審資料凸顯個人,0
11692,travel,花東縱谷》單車新路線/安通車道逍遙賞花,5
11693,politics,義大利主教訪台加強教會交流,2
11694,politics,馬一只新聞稿開放美牛,2
11695,sports,李筱瑜讚高雄,3
11696,travel,台北》「金山海悅」喝午茶黃昏暮色更迷人,5
11697,sports,林來瘋尼克官網流量爆增7倍,3
11698,travel,南投》日月潭紅茶之旅老茶廠氛圍迷人,5
11699,sports,MLB/葛蘭基賽揚身手再現,3
11700,tech,《龍槍Web》4月18日改版,4
11701,politics,手機捷運站充電觸法,2
11702,edu,大學美術術科考試南區試務南大盡心承辦,0
11703,travel,台北/W-hotel酒吧當紅漢堡一個2千元,5
11704,edu,宜蘭第一所玉山圖書館就在東興國小,0
11705,tech,PS3,4
11706,travel,花現新嘉園周末邀你來,5
11707,tech,點亮台灣LED路燈產業專家獻策,4
11708,tech,盛鑫,4
11709,sports,HSBC女子錦標賽/妮抓6鳥,3
11710,sports,尼克迎戰溜馬挑戰後林來瘋時期首連勝美國職籃NBA紐約尼克在台灣時間今天,3
11711,travel,合歡山》最佳主角/紅毛杜鵑&玉山杜鵑,5
11712,health,千人演CPR南投推廣急救術,1
11713,politics,連任市長陳菊:民意民利考量,2
11714,travel,彰化》鹿港木板凳復古風伴手,5
11715,travel,宜蘭/餐廳玩創意繪本變菜單,5
11716,edu,本土社團探扁媽、阿珍,0
11717,sports,選球進化,3
11718,edu,南女制服怎麼穿校方開會討論,0
11719,travel,場景》台北中山堂王子公主舞浪漫,5
11720,travel,馬雅各自行車道,5
11721,tech,,4
11722,sports,日職/與中日對決,3
11723,politics,爭東縣議長,2
11724,politics,防檢局長許天來請辭獲准,2
11725,edu,認購柳丁送學童,0
11726,edu,越野登山車賽,0
11727,travel,春節單車遊日月潭不怕塞,5
11728,edu,學生:兩情相悅有何不可?,0
11729,politics,"馬宣示擴大參與後仍一再碰釘子〔記者王昶閔、許紹軒/台北報導〕衛生署表示,世界衛生組織",2
11730,tech,《火線獵殺:未來戰士》多人連線封測佈署公開兵種裝備影片,4
11731,edu,《相扶持20多年》妻撞斷腿,0
11732,politics,拚文化政見─賴清德著眼歷史,2
11733,politics,影院違反禁帶外食規定蘇俊賓:已稽查,2
11734,edu,二信驪歌高唱,0
11735,sports,玩電玩有機會赴美看林書豪、麥克喬丹,3
11736,tech,科技始終要拿來Shopping-用BMW鑰匙買拿鐵利用NFC技術,4
11737,travel,濟州島海軍基地韓如期興建,5
11738,edu,南縣/美國迪士尼樂園實習計畫,0
11739,tech,為鹿港服務吳敦義推薦蔡明忠,4
11740,travel,韓國濟州島追裴帥探太王四神記傳奇,5
11741,tech,The,4
11742,travel,原鄉巴士2日遊〉部落家庭接待,5
11743,health,愛吃糖卻不懂刷牙,1
11744,health,踏青做好防護避免惹恙虫上身,1
11745,health,美白牙膏不當使用,1
11746,health,核廢料選址拖15年台電首挨罰,1
11747,politics,蘇批馬將手伸進國會,2
11748,edu,考國文時地震,0
11749,health,研究:中度運動助好「孕」,1
11750,edu,紅包袋變燈飾,0
11751,politics,"指郝柏村談話不妥當林義雄:不管殺多少人,都不對",2
11752,sports,虎嫂帶子看網球賽女兒丟給爸,3
11753,sports,ESPN專家推崇豪爸貢獻,3
11754,tech,地球日高市淨山環保嘉年華,4
11755,sports,足球》陳貴人掙扎後放下,3
11756,politics,安南將走訪敘利亞要求立即停止殺戮聯合國與阿拉伯聯盟,2
11757,edu,籃球架剩一半!,0
11758,sports,MLB》郭泓志熱身賽首戰,3
11759,tech,李鴻源談氣候變遷與國土規劃,4
11760,travel,彰化》八卦山探訪世外桃源,5
11761,politics,美牛議題,2
11762,health,《神氣家族人生智慧寶庫》菸斗阿桑人氣王,1
11763,travel,彰化/四季變色桂美麗了田尾,5
11764,travel,基隆/基隆情人湖看山海之美,5
11765,sports,中職「再躍起」,3
11766,health,健康行為全美半數癌症可預防,1
11767,politics,駐斐官員嗆政治庇護案/刑事局究責洩密,2
11768,travel,苗栗/挑柴古道順遊勝興車站戀戀舊山線,5
11769,health,白斑非傳染病早期治療效果佳,1
11770,politics,馬總統:持續提升與巴拉圭關係,2
11771,politics,大年初一馬總統蕭副總統拜訪李登輝,2
11772,edu,外孫女提早近三個月報到...蘇貞昌笑稱:急著出來過母親節,0
11773,sports,800人本季最冷,3
11774,edu,教長:打工度假別只為了賺錢,0
11775,tech,賠光一個股本,4
11776,travel,澎湖海上花火節,5
11777,travel,台南/新化林場魔芋花季來聞「雷公屁」,5
11778,health,勞動條件有改善5700名護理回流,1
11779,edu,美國頂尖貴族中學,0
11780,travel,台南/加比咖啡挑嘴老闆講究甜點,5
11781,sports,蔣偉寧:12年國教成功,3
11782,health,素食者小心!營養不均衡,1
11783,health,趕走腸病毒肥皂勤洗手,1
11784,health,恐怖隱形眼鏡,1
11785,edu,愛普倈推申請入學輔考專案,0
11786,travel,彰化》路網互通鐵馬玩遍八卦山,5
11787,edu,9天年假/張老師專線,0
11788,health,梨具潤肺、化痰止咳、退熱降火功效,1
11789,sports,今年球季,3
11790,health,美研究:吸菸與罹患皮膚癌風險呈正相關,1
11791,tech,亞馬遜Kindle傳年底登陸,4
11792,sports,備戰塞爾蒂克林書豪拚命練,3
11793,edu,《特殊考生》腦麻簡瑞成,0
11794,sports,林書豪效應,3
11795,edu,學測勿違規手機別隨身,0
11796,travel,台中/東勢桐花開螢火蟲蹦出來,5
11797,tech,北韓飛彈若構威脅日可能擊落,4
11798,edu,面對貧窮問題美國喜劇演員菲爾茲,0
11799,tech,瑞士展示大腦操控機器人,4
11800,travel,版畫創作藝術展現凹凸平孔技法旅遊中心/台北報導新北市政府文化局即,5
11801,edu,統計研究所-英文能力測驗大陸進步大,0
11802,tech,火警停機,4
11803,tech,北韓未來研發靜止軌道衛星和大型火箭,4
11804,tech,宇通將終止興櫃交易,4
11805,sports,擺脫重砲手喬科維奇晉級第4輪,3
11806,tech,AMD推出專為網路代管服務供應商設計的全新伺服器平台AMD,4
11807,politics,公視董事會難產,2
11808,sports,建仔熱身賽表現總教練肯定,3
11809,travel,台北旅展重建會推25條原味路線,5
11810,politics,呂..應設顧問團,2
11811,tech,參展件最多莫斯科發明展開幕,4
11812,tech,不是iPad3!,4
11813,sports,NBA/新體系被邊緣化,3
11814,travel,台南/桂田酒店體驗峇里島浪漫風情,5
11815,sports,道奇門票,3
11816,sports,傷癒歸隊陳順詳單週最佳球員,3
11817,edu,殘盟20歲生日,0
11818,travel,臺北國際旅展,5
11819,politics,總統談史丹利,2
11820,politics,日買釣島我方回應駐日代表返台拒漁權談判,2
11821,politics,綠委.橘委.部份藍委.,2
11822,politics,陳雲林10日率文創團訪台,2
11823,travel,台中/新鮮玩:冬戀梨山─梨響100,5
11824,travel,台中/藍鵲捕蛙東勢八仙山生態超豐富,5
11825,health,過年吃太飽,1
11826,sports,義守出現,3
11827,politics,珍北監探扁,2
11828,politics,改革民黨,2
11829,edu,英語閱讀教學坊培養帶領技巧,0
11830,politics,陸委會:兩岸新聞交流障礙在陸,2
11831,travel,古坑》149線/名鎮雲嘉美景全數收納,5
11832,tech,超Q寵物對戰網遊《奧拉星》宣佈三月下旬熱鬧登台,4
11833,edu,技職學苑舞后,0
11834,sports,特技投籃,3
11835,tech,Google,4
11836,sports,道奇來襲,3
11837,tech,達梭系統運用3D體驗平台,4
11838,health,出生後1滴血可預估未來壽命,1
11839,health,二代戒菸,1
11840,sports,快訊/林書豪得8分,3
11841,travel,南投老戲院咖啡館,5
11842,politics,「夢想家」爭議,2
11843,sports,巨砲蒙塵,3
11844,edu,深耕能源教育,0
11845,edu,宜市公所之寶,0
11846,travel,2012花蓮瑞穗鄉柚花季,5
11847,travel,秋風初吹10月就到韓國賞楓去!,5
11848,edu,中山工商節能式淨水器溫控裝置等發明,0
11849,sports,健康足讚健走十年成果分享,3
11850,travel,新竹/景園山莊賞螢賞桐的美麗民宿,5
11851,health,建構台灣九孔海洋保護區台灣的九孔,1
11852,sports,代表大陸打球?林書豪:未決定,3
11853,travel,鯨喜!抹香鯨大量出沒花東,5
11854,sports,殷仔首勝超殺,3
11855,health,拍片揭疫李惠仁籲政府賠雞農,1
11856,tech,《魔法門之英雄無敵六》中文版紀念桌布釋出,4
11857,travel,清境》私房景點/夢湖景色如夢似幻,5
11858,edu,永續校園,0
11859,sports,長洞未進帳曾雅妮陷苦戰,3
11860,tech,展望Q2聯強寄望新品上市,4
11861,travel,帶著單車跑撇步報你知,5
11862,sports,房市短波-史豔文穿球衣布袋戲「林來瘋」,3
11863,health,行動電話四月一日起再降價,1
11864,politics,備詢上網和辣妹聊天,2
11865,tech,小貓也當背包客,4
11866,sports,錢薇娟備詢立委請她分析尼克,3
11867,tech,《偉大航道》公測即日展開雙服同步登場,4
11868,tech,漢民科技代理Micronic,4
11869,politics,比照烏坎?陸人大:直選有困難,2
11870,politics,錫到不法利益辦案人員估上億元,2
11871,tech,當個健康外食族,4
11872,politics,各種勸進聲,2
11873,tech,亞太電信反對網路互連免費,4
11874,edu,《齊一學費跳票補救》私校免試生,0
11875,edu,科技院校繁星,0
11876,politics,,2
11877,tech,收錄了,4
11878,edu,社評-貽笑大方的陸生來台就學辦法,0
11879,health,禽流感延燒,1
11880,sports,NBA/尼克連2場對溜馬,3
11881,tech,美法院下令和解,4
11882,tech,台北國際電玩首日吸引3萬人潮,4
11883,health,7個好習慣,1
11884,politics,星星之火不會燎原只現閃光,2
11885,sports,中等學校擊劍賽15日登場,3
11886,tech,認損旭德去年每股賺0.4元,4
11887,sports,林書豪高尚品德救NBA形象,3
11888,travel,中縣》「楓」動武陵紅葉期至12月中,5
11889,tech,iFixit拆解新iPad揭露內部神祕面紗,4
11890,tech,《西遊釋厄傳》經典再現歡迎大家來封測,4
11891,travel,新竹市台灣最美的木棉城市,5
11892,tech,「All,4
11893,health,38法則hold住健美,1
11894,edu,一一九隔空教學,0
11895,health,荷蘭安樂死合法化推到府安樂死服務,1
11896,travel,竹子湖海芋季3條私房路線,5
11897,edu,五都大學首例,0
11898,edu,高教評鑑拚產量教授變學術工,0
11899,edu,黃志豪奮發無礙,0
11900,tech,發射火箭控制難,4
11901,politics,陳揆:國人健康優於其他利益,2
11902,sports,合庫蘇州分行,3
11903,edu,全國技藝賽》6金手獎4優勝,0
11904,sports,林書豪熱收視率強強滾,3
11905,edu,無罪判例/生活經驗認定,0
11906,politics,”小英算什麼?”,2
11907,politics,台灣與他國洽簽FTA,2
11908,edu,圖文:苦盡甘來,0
11909,health,家庭急救家中有人心臟病發作,1
11910,edu,東方輪遭糾正,0
11911,tech,廣角望遠又便宜BenQGH200相機上市,4
11912,sports,洋基畫家:林書豪有領袖特質,3
11913,sports,創建者盃曾雅妮首輪衝第1,3
11914,health,香港“刺奶”隆乳夯,1
11915,health,金門電子票證可搭台大眾工具,1
11916,travel,南投/烏松崙休閒區悠閒漫步賞梅,5
11917,politics,陳水扁狂瀉腹脹,2
11918,sports,推展健走10載紀政許願:未來10年走得更穩健,3
11919,tech,蘋果三星,4
11920,edu,父母陪伴少孩童真的不快樂,0
11921,health,紅唇族,1
11922,edu,棄嬰、受虐兒,0
11923,politics,立委質疑南電同工不同酬,2
11924,politics,"免簽準備美國國土安全部人員檢視桃機台灣是美國免簽計畫候選國,美國國土安全部人員今天",2
11925,edu,>培養小小媒體人興華全體動員,0
11926,tech,Facebook+,4
11927,sports,林書豪熱潮重播收視更勝直播,3
11928,tech,Brocade博科與展碁國際攜手共創網路新世代,4
11929,travel,武陵/盛期遲來夜賞梅花迷人韻味,5
11930,edu,外籍、非婚生子女戶籍問題內政部採個案解決,0
11931,politics,賈慶林:兩岸同屬一中推進協商,2
11932,edu,《社論》監察委員、教育部長和醫學院院長,0
11933,politics,民進黨:不設門檻才助兩岸發展,2
11934,travel,台東/鹿野倒地鈴民宿分擔家務免費住,5
11935,travel,宜蘭/貓腳印像貓般慵懶自在,5
11936,sports,SBL》加班分勝負,3
11937,politics,《空軍嬌娃》賴美吟獲十大傑出青年,2
11938,politics,樂青抗議李鴻源表達關切,2
11939,travel,擺脫假睫毛!打造情人節專屬電眼,5
11940,edu,教唆學生打學生,0
11941,travel,打造25公尺鹽龍送百年最後夕陽,5
11942,tech,得救了!末日警報正式解除,4
11943,health,視茫茫,1
11944,politics,北一女贏得籃球隊史首座冠軍,2
11945,tech,威風制霸三國天下卡牌風征戰策略網頁遊戲《五虎2.0》14日起火熱登場遊戲新幹線今,4
11946,sports,「手感」設計,3
11947,politics,媒體修理學生,2
11948,edu,>代課老師延長續聘學習才安心,0
11949,health,彰化竹塘場預防性撲殺7千蛋雞,1
11950,health,核一廠水土保持變更環評通過,1
11951,travel,欣賞神韻藝術團,5
11952,travel,台南》南科三大湖清靜休閒好去處,5
11953,tech,市調:今年智慧手機逾6億支,4
11954,tech,陸:遭網路攻擊增來自美日韓〔〕中國大陸國家網際網路應急中心,4
11955,travel,親子遊工廠觀光新選擇,5
11956,politics,操弄民調,2
11957,edu,北縣弱勢學童不用餓肚子上課,0
11958,sports,宅老師,3
11959,health,"蔡正元:台灣豬驗出沙酊胺醇,比美牛毒百倍",1
11960,travel,蘭雨節/吳橋雜技團天天耍把戲,5
11961,politics,馬英九:虧欠東部民眾將透過執政彌補總統馬英九今天,2
11962,edu,要1百萬元遭拒,0
11963,politics,鋼琴家列夫席茲挑戰蕭士塔高維契圖說:俄鋼琴家列夫席茲。鵬博藝術提供。,2
11964,politics,新娘子邱議瑩,2
11965,travel,屏東》涼山瀑布享受健康負離子,5
11966,politics,美牛風暴,2
11967,tech,《甜蜜契約Online》最新資料曝光,4
11968,sports,要止血...豪瓜得重新定位,3
11969,politics,荷蘭出現退出歐元區呼聲,2
11970,edu,圖文:關懷與慰問,0
11971,tech,比谷歌早研發,4
11972,politics,台聯立院杯葛議事,2
11973,sports,<NFL>等了13年,3
11974,health,情緒反應過激會影響身心健康,1
11975,edu,二測明登場,0
11976,sports,拚5盤誇口不累?,3
11977,edu,國考集體舞弊?20人答案一模一樣,0
11978,edu,灌藥酒治冷底,0
11979,health,中醫養生智慧,1
11980,tech,Apple正式宣布第2波iPad2開售國家,4
11981,health,家族愛繪報提升特教生心靈國立和美實驗學校身心障礙學生及普通高中生於昨,1
11982,health,整型外科-C罩杯阿兵哥手術擺脫女乳症,1
11983,sports,運產條例施行提供新契機,3
11984,edu,迎新重傳承,0
11985,travel,屏東/清幽小廟聯發科老董蓋的,5
11986,travel,步道遊/茶之步道野趣多森林景緻超優美,5
11987,travel,春日正美阿里山偷閒之旅,5
11988,edu,"光師:「123,照!」阿嬤聽話立刻「走!」/醫用台語鬧笑話",0
11989,politics,總統宴藍委強調美牛交給專業,2
11990,health,7成陸民首次性行為在婚前,1
11991,travel,苗栗、竹南旅服中心,5
11992,politics,美牛爭議,2
11993,sports,嶄鋒芒伯父叮嚀林書豪不忘本,3
11994,health,FDA實驗室認證,1
11995,sports,日職/台灣3左投同日先發,3
11996,tech,表決險失利部分藍營立委喊冤,4
11997,sports,林書豪3字值44億上千家搶代言,3
11998,sports,NBA爵士逆轉終結熱火連勝,3
11999,edu,校長粉墨登場,0
12000,travel,嘉南》梅嶺餐飲特產.楠西怎麼去,5
12001,sports,布萊恩擁抱豪小子英雄相惜,3
12002,edu,守護農業與兒童,0
12003,health,藥物中毒:切記先催吐,1
12004,politics,中國否認武力威脅越南漁民,2
12005,sports,星高球賽3輪曾雅妮升至第4,3
12006,edu,桃縣環境清潔日,0
12007,edu,教部品德教育網站,0
12008,edu,興德國小慶50,0
12009,tech,在臉書po訊息,4
12010,tech,整月電費,4
12011,sports,林書豪T恤明星賽熱賣,3
12012,tech,"台灣遊戲業搶孵憤怒鳥App背後的商機有多大,紅遍全球的《憤怒鳥》",4
12013,tech,"中移動新總司令策動台廠打蘋果「他,是TD-SCDMA標準",4
12014,sports,MLB/總教練強森給機會哈波看穿迪奇的蝴蝶球記者吳婷雯/綜合報導國聯防禦率王「不死蝴蝶」迪奇,3
12015,sports,單車挑戰新中橫達陣率新高,3
12016,edu,擴建航空城衝擊四校,0
12017,politics,"扁戒護外醫署桃:檢查過程順利前總統陳水扁獲准戒護外醫,今天",2
12018,travel,台北/欣匠壽司透抽似菊、蒸蛋如綢,5
12019,sports,限量優格冰淇淋品嚐豪哥滋味,3
12020,politics,抗議開放美牛,2
12021,edu,五專菁英班,0
12022,health,美大學專業薪石油最高幼教低,1
12023,health,明起全民開放,1
12024,politics,房產稅、保障房可盤活地方財政,2
12025,tech,節能政策股台達晶電兩樣情,4
12026,politics,桃縣/外界解讀國民黨從根部爛起,2
12027,sports,台日義賽10日登場,3
12028,travel,諏訪湖遊覽船新年啟航搭「初日出號」迎2010,5
12029,travel,嘉義》鄉林薇拉享受溫馨鄉村生活,5
12030,sports,魏德生日超爽,3
12031,sports,苗栗出征》身障運動會,3
12032,health,市調:上班族平均腦力60.5歲,1
12033,politics,反瘦肉精美牛,2
12034,sports,非故意歧視林書豪!,3
12035,edu,毒殺丈夫婆婆,0
12036,tech,日文版Siri是傲嬌小姐!趣味對話大集合隨著iOS5.1版本在今,4
12037,sports,"西甲》梅西梅開二度巴薩2:0桑坦德西甲第27輪,巴薩做客挑戰桑坦德。梅西",3
12038,politics,伊朗指歐美提出濃縮鈾新協商建議伊朗半官方的「勞工通訊社」,2
12039,politics,扁住院開刀北監:尊重署桃建議前總統陳水扁今天,2
12040,health,假牙暴利!要價12萬,1
12041,politics,萬言檢討呂秀蓮:派系人頭黨員兩大宿疾前副總統呂秀蓮今天,2
12042,sports,台足林來瘋領軍香江戰地主,3
12043,edu,盧彥勳分享幸福父親忌日完成終身大事,0
12044,edu,唱唱跳跳,0
12045,politics,楊潔篪:台灣事涉大陸核心利益,2
12046,health,救豬市,1
12047,health,痠痛多嚴重?快上網查痠痛量表,1
12048,health,年前微整型,1
12049,sports,角逐黨主席,3
12050,health,移植淋巴結治水腫象腿終消腫,1
12051,politics,《立委補選/中縣》蔡喊話:拒絕買票黨,2
12052,travel,自創品牌自製自銷的傳統小吃,5
12053,health,腰酸背痛,1
12054,politics,陳,2
12055,travel,300輛大巴士上山看櫻花阿里山好擠,5
12056,sports,被爆是國際淫媒,3
12057,politics,幸福家園李鴻源提施政重點,2
12058,edu,國際身心障礙者日,0
12059,politics,游錫堃提國會過半目標,2
12060,health,《愛》的幕後推手將來台為大眾祈福,1
12061,politics,博鰲人選府:暫無評論,2
12062,health,台語歌后犯眩暈醫:耐心服藥可改善,1
12063,politics,蕭美琴苦戰後山,2
12064,edu,殺夫弒婆,0
12065,sports,波多黎各高球賽瓊斯續保領先,3
12066,travel,嘉義》蘭潭、仁義潭情人漫步的好去處,5
12067,edu,打工學生笨?勞團轟,0
12068,tech,,4
12069,edu,高等人力培訓101位外畢生聚崑山,0
12070,edu,高港、開南大,0
12071,politics,土徵納對話機制最快7月上路,2
12072,edu,"陳淑麗明蒞港局分享幸福人生淡出演藝圈之後,一直致力於慈濟義工的陳淑麗,於明",0
12073,tech,《戲谷金銀島》、《戲谷撲克館》春季活動上線金幣回饋大放送,4
12074,sports,碰上老東家建仔16日打洋基,3
12075,travel,台北桐花現場》平溪賞桐步道搭小火車賞桐花,5
12076,politics,蘇晤穆考斯基,2
12077,travel,賞櫻有「承載量」供需應規劃,5
12078,travel,花蓮》莫內花園美景佐餐,5
12079,health,染色體異常35歲女慣性流產,1
12080,travel,台北/國軍英雄館中將房兩千元有找,5
12081,health,瘦肉精容許量專家籲比國際嚴,1
12082,travel,台北》訪烏來加九寮步道靜謐清幽泡湯樂,5
12083,sports,小牛曾力爭林書豪未果,3
12084,health,三高患者,1
12085,travel,台北/Saladay一把綠意一口酸甜,5
12086,health,太補狂冒痘年節飲食宜節制,1
12087,travel,北縣》三峽北109線浪漫直達線,5
12088,politics,油電調價陳,2
12089,travel,台北/小果実Cafe「烤薯條」人間美味,5
12090,edu,"敬老院迎新年台北市立浩然敬老院舞蹈社的長者們,除夕",0
12091,politics,台灣人權團體,2
12092,edu,暨南大學擔任南投縣智庫輔導基層防災,0
12093,sports,客場再拚小牛,3
12094,tech,金山電現增案延長募集喊停獲准,4
12095,travel,半年吸引38萬人林口霧社街片場熄燈,5
12096,health,衛生局與產發處連手稽查禽肉來源,1
12097,edu,>東湖國中早自習充滿書香,0
12098,edu,興大轉型創新產業推廣學院,0
12099,politics,朝韓美六方會談代表下周聚會,2
12100,tech,,4
12101,politics,條件談不攏美阿戰略協議停擺,2
12102,politics,陳菊訪日將會大阪市長,2
12103,tech,道儀能量轉換裝置二度摘金牌,4
12104,tech,Nikon推出入門款DSLR,4
12105,travel,武夷山3月開兩岸旅遊包機,5
12106,health,灸貼抗過敏,1
12107,health,台日老火車結盟同步鳴笛啟動,1
12108,health,大陸黑心麵條,1
12109,politics,宸鴻股利金額不會低於5元,2
12110,health,長者運動,1
12111,sports,林書豪紮根,3
12112,politics,<將接國民黨桃縣黨部主委>,2
12113,health,泡麵炸雞吃太多,1
12114,sports,MLB/洋基無情砲轟,3
12115,edu,擴大免試入學,0
12116,health,檢驗清明節食品,1
12117,tech,用膠帶玩設計,4
12118,health,紓解櫻來瘋阿里山客運擬增班,1
12119,politics,美牛三會,2
12120,politics,索羅門奧會贈貝殼項鍊,2
12121,health,衛署:沒有證據H5N2會傳人,1
12122,tech,Facebook值多少?未來障礙不少,4
12123,edu,張韶涵驚爆,0
12124,tech,凌華Q2營收可望創高,4
12125,tech,《號令天下》4月18日全新「兵法系統」上線,4
12126,edu,家庭人旺快樂愈多,0
12127,health,藥膳粥調理糖尿病,1
12128,politics,陸稱交流障礙劉德勳:多慮,2
12129,health,機車強制責任險保費高立委:減半金管會:調高保費,1
12130,politics,陸商黃怒波仍有機會卡位冰島,2
12131,travel,西拉雅/烏山頭水庫曾是台灣最大,5
12132,edu,外交學院成立總統:培育多方面人才外交部「外交及國際事務學院」今天,0
12133,sports,籃球教室-大三元3項攻守數據逾10,3
12134,tech,兒童節最佳禮物首選,4
12135,sports,林來瘋滿月尼克回到原點,3
12136,sports,NBA十大好球林書豪第一,3
12137,sports,NBA/Rose復出更近一步,3
12138,travel,屏東夜市》學生街/鑰匙套熊貓頭吸引客人,5
12139,travel,屏東》社頂公園訪夜精靈,5
12140,sports,尼克主場被慘電,3
12141,travel,花在彰化初一起精彩10天,5
12142,sports,林書豪明年薪上看5百萬美元,3
12143,politics,抗議北京統治西藏2婦女週末自焚美國政府支持的自由亞洲電台,2
12144,tech,《逆轉人生》法國打敗鐵達尼創神話,4
12145,sports,錢薇娟首備詢立委請她談尼克,3
12146,health,當「便利診」醫療品質難兼顧,1
12147,health,一天狂拉十餘次小心柔林格症候群,1
12148,politics,爛攤子推給前朝,2
12149,travel,春夏養生美顏,5
12150,politics,試院人事底定伍錦霖回任副院長,2
12151,sports,旅菲前室友:林書豪早該爆發,3
12152,tech,04月11日iPhone/iPad限時免費遊戲情報,4
12153,edu,照顧失智雙親13年,0
12154,politics,美與北韓達協議南韓盼解爭端,2
12155,politics,大選關鍵...俄州丟則天下皆去,2
12156,sports,NBA/Kobe親自滅火,3
12157,travel,高雄》櫻姿煥發、風鈴耀眼賞花來澄清湖,5
12158,edu,受傷無怨尤,0
12159,politics,王建煊:羞辱老師,2
12160,tech,"首款穿越網頁遊戲《劍決天下》即日起開放公測,首服開啟",4
12161,tech,《AION永恆紀元:約定之地》迎改版活動公開,4
12162,sports,魔術強森讚林書豪讓球隊更好,3
12163,travel,苗栗雪見》行程規畫.注意事項,5
12164,travel,花蓮/再探清水溪小團體旅遊好去處,5
12165,politics,環保結合觀光,2
12166,edu,土庫國小同學會雲林縣土庫國民小學民國44年第48屆,0
12167,health,"日飲4杯咖啡不易罹子宮癌〔編譯陳維真、陳成良/綜合報導〕根據美國一項最新研究,婦女每天喝四杯",1
12168,travel,輔大站/輔大老葉牛肉麵小菜請自己切,5
12169,health,賴清德參與南化關山里行動醫院,1
12170,sports,中職/聯盟動起來,3
12171,politics,謊報低病原?陳保基說法反覆挨批,2
12172,travel,台南》成大/自然生態接受森林洗禮,5
12173,health,享「瘦」健康千人無菸健走,1
12174,travel,向山遊客中心建築和展覽均具特色,5
12175,health,霸凌食物過敏者,1
12176,tech,為何對手碰到它就兵敗如山倒?這是個「贏的策略」,4
12177,sports,搏逆重生...建仔生涯三次重大記者會,3
12178,tech,美未編發射經費福衛七號規模恐減半,4
12179,sports,尼克主場戰拓荒者尋求止敗,3
12180,travel,苗栗三義/愛面子民宿親鳥、看蛙、賞蝶,5
12181,travel,旅行社利多赴美旅遊大戰一觸即發,5
12182,politics,殘障當人頭賺錢,2
12183,tech,南非32歲網路富豪,4
12184,travel,基隆》暖暖水源地拍婚紗首選,5
12185,politics,週六立委補選開春砲火四射〔記者李欣芳、彭顯鈞、曾韋禎/台北報導〕本週六,2
12186,politics,今日各報重點新聞一覽,2
12187,travel,賞春花/烏皮九芎與金銀花花朵特別,5
12188,politics,俄富豪選出氣勢蒲亭邀入閣,2
12189,politics,陳揆:支持尾牙王建煊:發獎金較實際,2
12190,edu,討債&quot;吸血鬼&quot;!,0
12191,tech,諾基亞債信惠譽降至垃圾等級惠譽國際信用評等公司,4
12192,sports,NBA/LCD爆量演出,3
12193,tech,郭采潔掉手機,4
12194,travel,花蓮/慶修院充滿古味的日本神社,5
12195,travel,50公頃信義草坪頭櫻花季登場,5
12196,edu,廖玉蕙..今年學測作文題目出得不好,0
12197,health,蛋、禽肉應煮熟勿生食,1
